measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,year_id,val,upper,lower
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2004,0.039716515,0.044016848,0.035852166
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2004,0.272949469,0.277156134,0.2688754
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2005,0.497546501,0.504491607,0.490776893
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2005,0.039364039,0.043527882,0.035572588
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2005,0.271427285,0.275463217,0.267218569
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2006,0.496505884,0.503290237,0.489828415
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2006,0.039089619,0.043181612,0.035172445
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2006,0.27056812,0.274445453,0.266434278
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2007,0.496282488,0.503002621,0.489329666
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2007,0.038838904,0.043123998,0.035158255
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2007,0.27016026,0.274101137,0.266056165
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2008,0.496848516,0.503907841,0.490101814
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2008,0.038661024,0.043210269,0.034942006
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2008,0.270208822,0.274226367,0.266312223
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2009,0.498107456,0.505231719,0.491103268
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2009,0.038567052,0.043205554,0.034740407
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2009,0.270686629,0.274839073,0.266661156
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2010,0.499542689,0.506792309,0.492496016
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2010,0.038525891,0.043198999,0.034569018
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2010,0.271299113,0.275615667,0.266972103
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2011,0.500515288,0.508568124,0.492996688
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2011,0.038420702,0.043318227,0.034260838
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2011,0.271626366,0.276170132,0.267123457
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2012,0.5010036,0.509520779,0.492653274
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2012,0.038257978,0.043184247,0.033978909
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2012,0.271690741,0.276625428,0.266901734
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2013,0.500816652,0.510318785,0.491590148
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2013,0.038007477,0.043055048,0.033579418
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2013,0.271401861,0.276744014,0.266116061
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2014,0.500217463,0.510062387,0.4901207
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2014,0.037719759,0.042853549,0.033006303
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2014,0.270955607,0.276545743,0.265190557
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2015,0.499134725,0.509591447,0.487938318
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2015,0.037355651,0.042799068,0.032302661
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2015,0.270261086,0.276284705,0.263981574
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2016,0.497726112,0.50915464,0.486194907
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2016,0.036954909,0.04272216,0.031763655
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2016,0.269384272,0.275732545,0.26260358
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2017,0.496291565,0.508173997,0.483978131
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2017,0.036527926,0.042304456,0.031110507
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2017,0.268501831,0.275028569,0.261379443
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2018,0.495125211,0.507609097,0.482044029
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2018,0.036092434,0.04209134,0.03030483
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2018,0.267794641,0.274772704,0.260578865
Age-Standardized Smoking Prevalence,5,East Asia,1,Male,29,15+ years,2019,0.494572146,0.507740762,0.480467131
Age-Standardized Smoking Prevalence,5,East Asia,2,Female,29,15+ years,2019,0.035711765,0.041831439,0.029688986
Age-Standardized Smoking Prevalence,5,East Asia,3,Both,29,15+ years,2019,0.267482488,0.274747914,0.259924232
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,1990,0.608152596,0.619318317,0.596352857
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,1990,0.04488875,0.051309111,0.03934342
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,1990,0.33396704,0.340773763,0.327536834
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,1991,0.606038948,0.616324559,0.594769909
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,1991,0.045696932,0.051702025,0.040452686
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,1991,0.333513839,0.339938723,0.327440478
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,1992,0.602314425,0.612108031,0.591932187
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,1992,0.046264188,0.052199681,0.041359002
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,1992,0.332066716,0.337871087,0.326315432
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,1993,0.596882325,0.606352669,0.586585806
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,1993,0.04654783,0.05235984,0.041923779
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,1993,0.329516739,0.335011754,0.323960598
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,1994,0.589594257,0.598951179,0.579985705
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,1994,0.046448923,0.052122904,0.041930031
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,1994,0.325750362,0.331133153,0.320356642
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,1995,0.581115397,0.590077528,0.572401571
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,1995,0.04613894,0.051374767,0.041682882
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,1995,0.321165523,0.326397219,0.316079546
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,1996,0.571373312,0.579450796,0.562887538
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,1996,0.045622095,0.050702779,0.041217478
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,1996,0.315704697,0.320549465,0.310851482
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,1997,0.560405485,0.56832896,0.552486901
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,1997,0.044817504,0.049733961,0.040541114
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,1997,0.309393056,0.313941802,0.30465125
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,1998,0.549001049,0.55684658,0.54144306
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,1998,0.043860928,0.048559798,0.039636907
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,1998,0.302690273,0.307177326,0.298213133
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,1999,0.537797243,0.545172881,0.53042398
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,1999,0.042817256,0.047451058,0.038558067
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,1999,0.296040296,0.300589727,0.29162947
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2000,0.527440743,0.534819471,0.520348081
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2000,0.041879419,0.046432992,0.037784671
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2000,0.289862117,0.294114495,0.285600551
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2001,0.518447579,0.525619842,0.511190075
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2001,0.041026426,0.04536375,0.036973763
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2001,0.284411231,0.2885918,0.280162222
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2002,0.511028912,0.518336597,0.50346483
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2002,0.040314732,0.044766433,0.036284834
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2002,0.279868805,0.284221307,0.275613244
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2003,0.505310935,0.512700312,0.497788356
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2003,0.03975311,0.044031632,0.035771069
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2003,0.276325109,0.280780025,0.272104925
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2004,0.501470256,0.508718175,0.494269688
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2004,0.039283737,0.043643883,0.035240234
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2004,0.273862989,0.278177554,0.26956682
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2005,0.499266026,0.506312703,0.492279791
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2005,0.038936534,0.04316921,0.034950278
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2005,0.272340523,0.276420204,0.268134434
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2006,0.498311237,0.505307052,0.491430826
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2006,0.038673978,0.042951138,0.034568221
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2006,0.271510416,0.275493777,0.267230516
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2007,0.498181706,0.505319825,0.491244776
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2007,0.038437571,0.042975911,0.034520451
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2007,0.271138702,0.275168161,0.267036191
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2008,0.498884503,0.506226007,0.491731487
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2008,0.038275149,0.042969119,0.034315111
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2008,0.271246951,0.275347839,0.267196993
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2009,0.500316718,0.507780232,0.493164146
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2009,0.038201573,0.042978176,0.034214342
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2009,0.271808337,0.276063576,0.26775564
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2010,0.501949902,0.509564377,0.494812932
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2010,0.038186645,0.043131425,0.034125309
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2010,0.272519864,0.277042222,0.268125906
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2011,0.503093141,0.511363852,0.495272431
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2011,0.03810174,0.043120645,0.03382667
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2011,0.272926255,0.277612652,0.268287041
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2012,0.503715159,0.512545834,0.495062988
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2012,0.037955941,0.043089467,0.033541861
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2012,0.273047781,0.278210994,0.267975935
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2013,0.503570738,0.513410668,0.494121832
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2013,0.037713257,0.042972415,0.03313027
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2013,0.27276589,0.278315102,0.26726356
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2014,0.502991407,0.513451091,0.492673073
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2014,0.037427824,0.042814335,0.032529534
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2014,0.272315416,0.278165268,0.266304931
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2015,0.501899776,0.512963432,0.490578406
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2015,0.037062689,0.042738754,0.031880715
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2015,0.271604374,0.277892033,0.265056289
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2016,0.500510372,0.512301129,0.488592484
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2016,0.03665144,0.042625335,0.031224245
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2016,0.270719624,0.277257377,0.263560148
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2017,0.499084021,0.511341484,0.486396603
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2017,0.036207942,0.04230988,0.030574516
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2017,0.269823221,0.27669109,0.262411118
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2018,0.497893322,0.5108152,0.484188065
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2018,0.035756692,0.041984229,0.029757967
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2018,0.269089194,0.276421692,0.261599016
Age-Standardized Smoking Prevalence,6,China,1,Male,29,15+ years,2019,0.497344149,0.510936396,0.482873313
Age-Standardized Smoking Prevalence,6,China,2,Female,29,15+ years,2019,0.035361424,0.041773131,0.029116489
Age-Standardized Smoking Prevalence,6,China,3,Both,29,15+ years,2019,0.268767941,0.276298742,0.260758785
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,1,Male,29,15+ years,1990,0.476244547,0.503974068,0.449667496
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,2,Female,29,15+ years,1990,0.040863904,0.05269618,0.031413234
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,3,Both,29,15+ years,1990,0.240719076,0.2558113,0.22725259
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,1,Male,29,15+ years,1991,0.480178131,0.50884428,0.453592004
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,2,Female,29,15+ years,1991,0.041370211,0.053244585,0.031734516
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,3,Both,29,15+ years,1991,0.242603985,0.257496868,0.229277475
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,1,Male,29,15+ years,1992,0.483914053,0.512993686,0.457984169
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,2,Female,29,15+ years,1992,0.041876494,0.053676089,0.032089944
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,3,Both,29,15+ years,1992,0.24442625,0.259011661,0.23126905
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,1,Male,29,15+ years,1993,0.487337821,0.516440443,0.461992343
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,2,Female,29,15+ years,1993,0.042347943,0.054502028,0.032357471
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,3,Both,29,15+ years,1993,0.246131416,0.260429014,0.233209627
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,1,Male,29,15+ years,1994,0.490471327,0.519444256,0.466545766
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,2,Female,29,15+ years,1994,0.042838449,0.055115181,0.032805324
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,3,Both,29,15+ years,1994,0.247922437,0.262043386,0.235273862
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,1,Male,29,15+ years,1995,0.493248694,0.522305419,0.470143057
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,2,Female,29,15+ years,1995,0.043297506,0.056403459,0.033333296
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,3,Both,29,15+ years,1995,0.249581583,0.263395946,0.237403429
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,1,Male,29,15+ years,1996,0.495646003,0.523095999,0.472421174
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,2,Female,29,15+ years,1996,0.04373452,0.056529255,0.033990505
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,3,Both,29,15+ years,1996,0.251203618,0.264432664,0.238933092
Age-Standardized Smoking Prevalence,7,Democratic People's Republic of Korea,1,Male,29,15+ years,1997,0.497633565,0.523833176,0.474914374
