Name,Keph level,Facility type,Owner,Regulatory_body,Beds,Cots,County,Constituency,Sub_county,Ward,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night
Karaus Disp,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,KWANZA,kwanza,KWANZA,No,No,No,No
Soy Mining Disp,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,KWANZA,kwanza,KAPOMBOI,No,No,No,No
Marinda Disp,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,KWANZA,kwanza,KAPOMBOI,No,No,No,No
Biketi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TRANS NZOIA,KWANZA,kwanza,KEIYO,No,No,No,No
BUYEMI DISPENSARY,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,IKOLOMANI,ikolomani,IDAKHO CENTRAL,No,No,No,No
Kaptain Dispensary,Level 2,Basic primary health care facility,Ministry of Health,None,1,0,NYANDARUA,OL KALOU,olkalou,KAIMBAGA,No,No,No,No
Imani Medical Centre(Kitui Central),Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KITUI,KITUI CENTRAL,kitui central,MULANGO,No,No,No,No
Alaro community dispensary,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WEST KARACHUONYO,No,No,No,No
Okita Health Center,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WANG'CHIENG,No,No,No,No
mawego community medical centre,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WANG'CHIENG,No,No,No,No
Ager community dispensary,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WANG'CHIENG,No,No,No,No
Kabolet,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,CHERANGANY,cherangany,MAKUTANO,No,No,No,No
Bliss GVS Health care Limited,Level 2,Comprehensive primary health care facility,Private Practice - Unspecified,None,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,Yes,Yes,Yes,Yes
Diamension medical Labolatory,Level 2,Laboratory,Laboratory Technician/Technologist,None,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,No,No,No,No
Transami Clinic,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,None,4,1,"NAIROBI",EMBAKASI EAST,embakasi east,EMBAKASI,No,No,No,No
Makololwe Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,TONGAREN,tongaren,TONGAREN,No,No,No,No
Namang'ofulo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Kenya MPDB - Institution,0,0,BUNGOMA,SIRISIA,sirisia,MALAKISI/SOUTH KULISIRU,No,No,No,No
Tinashe Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),None,0,0,EMBU,MBEERE SOUTH,mbeere south,MWEA,No,No,No,No
Muromutua Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,IGEMBE NORTH,igembe north,"NAATHU",No,No,No,No
Kilera Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,IGEMBE NORTH,igembe north,NTUNENE,No,No,No,No
Kairuru Dispensary,Level 2,Basic primary health care facility,Ministry of Health,None,0,0,MERU,IGEMBE NORTH,igembe north,AMWATHI,No,No,No,No
Namwatikho Dispensary,Level 2,Dispensaries and clinic-out patient only,Community,Ministry of Health,0,0,BUNGOMA,WEBUYE EAST,webuye east,NDIVISI,No,No,No,No
Bukokholo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,SIRISIA,sirisia,MALAKISI/SOUTH KULISIRU,No,No,No,No
Chitsanze Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,KWALE,MATUGA,matuga,TSIMBA GOLINI,No,No,Yes,No
Nduumoni Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MAKUENI,MAKUENI,makueni,NZAUI/KILILI/KALAMBA,No,No,No,No
RADHORE DISPENSARY,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,1,0,HOMA BAY,NDHIWA,ndhiwa,KWABWAI,No,No,No,No
GAENA,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,1,0,HOMA BAY,NDHIWA,ndhiwa,KANYAMWA KOSEWE,No,No,Yes,No
Mwomo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,BUMULA,bumula,WEST BUKUSU,No,No,No,No
Tupado Drop in Centre,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,None,0,0,TURKANA,TURKANA WEST,turkana west,KAKUMA,No,No,No,No
Kajiado west medical clinic,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,None,0,0,KAJIADO,KAJIADO WEST,kajiado west,ILOODOKILANI,Yes,Yes,Yes,Yes
Graceheal Health Care,Level 3,Basic primary health care facility,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,2,0,"NAKURU",NJORO,njoro,KIHINGO,Yes,Yes,Yes,No
Otamba Dispensary,Level 2,Basic primary health care facility,Ministry of Health,None,0,0,KISII,NYARIBARI CHACHE,nyaribari chache,KIOGORO,No,No,Yes,No
St. Jane Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,KILIFI,KALOLENI,kaloleni,MARIAKANI,No,No,Yes,No
Kilifi GK Prison VCT,Level 2,VCT,Prisons,Other,0,0,KILIFI,KILIFI NORTH,kilifi north,SOKONI,No,No,No,No
Mwangaza Gen/Eye Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,No,No,No,No
KIPASI COMMUNITY HEALTH CENTRE,Level 2,Basic primary health care facility,Non-Governmental Organizations,None,6,0,HOMA BAY,MBITA,mbita,LAMBWE,Yes,Yes,Yes,Yes
Kimbo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,MERU,BUURI,buuri,KIBIRICHIA,No,No,No,No
LITARE COMMUNITY HEALTH CENTRE,Level 2,Basic primary health care facility,Non-Governmental Organizations,Kenya MPDB - Institution,6,0,HOMA BAY,MBITA,mbita,RUSINGA ISLAND,Yes,Yes,Yes,Yes
Bamako Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TAITA TAVETA,VOI,voi,SAGALA,No,No,No,No
Rithika Medical And Counselling Centre Kangeta,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Kenya MPDB - Institution,0,0,MERU,IGEMBE CENTRAL,igembe central,KANGETA,No,No,No,No
Rithika Medical And Counselling Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,None,0,0,MERU,IGEMBE CENTRAL,igembe central,KANGETA,No,No,No,No
Ubuntu Afya Manyatta,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Ministry of Health,3,0,NYANDARUA,OL KALOU,olkalou,RURII,No,No,Yes,No
Mwangea Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TAITA TAVETA,VOI,voi,MBOLOLO,No,No,No,No
Nyaramba Junction Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,2,2,NYAMIRA,BORABU,borabu,KIABONYORU,No,No,No,No
Buxton Hospital,Level 4,Primary care hospitals,Private Practice - General Practitioner,Kenya MPDB - Private Practice,12,6,MOMBASA,MVITA,mvita,TONONOKA,Yes,Yes,Yes,Yes
GATEWAY PEDIATRIC MEDICAL CLINIC,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,KIRINYAGA,MWEA,kirinyaga south,TEBERE,No,No,No,Yes
GATAMAIYU BENJAMIN WELLNESS CENTRE,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,KIAMBU,LARI,lari,NYANDUMA,No,No,Yes,No
Linax medical centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,"NAKURU","NAKURU TOWN EAST",nakuru east,"NAKURU EAST",No,No,No,No
OptimuM current health care,Level 2,Dispensaries and clinic-out patient only,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,"NAKURU","NAKURU TOWN EAST",nakuru east,BIASHARA,No,No,Yes,No
CELIPHAM MEDICAL CLINIC,Level 2,Basic primary health care facility,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,LIMURU,limuru,LIMURU EAST,No,No,Yes,No
Elwak Nursing Home,Level 2,Pharmacy,Private Practice - Nurse / Midwifery,None,2,1,MANDERA,MANDERA SOUTH,mandera south,ELWAK SOUTH,No,No,Yes,No
ULTRAMED HEALTH CARE,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,KILIFI,RABAI,rabai,RABAI/KISURUTINI,No,Yes,Yes,Yes
Sasa,Level 2,VCT,Non-Governmental Organizations,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,KIKUYU,kikuyu,KIKUYU,No,No,No,No
Obwogre Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,SIAYA,UGENYA,ugenya,NORTH UGENYA,No,No,No,No
Uloma Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SIAYA,UGUNJA,ugunja,SIGOMERE,No,No,No,No
Tumaini DISC Clinic,Level 2,VCT,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,SIAYA,UGUNJA,ugunja,UGUNJA,No,No,No,No
Matibabu Ugunja Clinic,Level 2,Primary care hospitals,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,SIAYA,UGUNJA,ugunja,UGUNJA,No,No,No,No
NYAMUSI MEDICAL CENTER,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,None,1,1,NYAMIRA,NORTH MUGIRANGO,nyamira north,MAGWAGWA,No,Yes,Yes,No
Kithia Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,KATHIANI,kathiani,UPPER KAEWA/IVETI,No,No,No,No
Sere Dispensary (Nyamira north),Level 2,Dispensaries and clinic-out patient only,Public Institution,None,3,1,NYAMIRA,NORTH MUGIRANGO,nyamira north,EKERENYO,No,No,No,No
Nuclear Medical Laboratory,Level 2,Laboratory,Laboratory Technician/Technologist,None,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,No,No,No,No
Lilyon Nursing Home,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,12,0,WEST POKOT,KAPENGURIA,west pokot,KAPENGURIA,No,No,No,No
Sagatia Medical centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,KAJIADO,KAJIADO NORTH,kajiado north,ONGATA RONGAI,No,No,No,No
Jowasi Medical clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,No,No,No,No
MFANGANO COMMUNITY HEALTH CENTREM,Level 2,VCT,Non-Governmental Organizations,None,6,0,HOMA BAY,MBITA,mbita,MFANGANO ISLAND,Yes,Yes,Yes,Yes
Musyi Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MACHAKOS,MWALA,mwala,MAKUTANO/MWALA,No,No,No,Yes
Sun Rise Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,None,0,0,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,KARINGANI,No,No,No,No
Mt.Sinai Hospital,Level 2,Basic primary health care facility,Private Practice - Medical Specialist,None,36,10,KISUMU,KISUMU EAST,kisumu east,KAJULU,Yes,Yes,Yes,Yes
Chogoria Cospital Chuka Medical Center,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,None,0,0,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,KARINGANI,No,No,No,No
Lomidat dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA WEST,turkana west,SONGOT,No,No,No,No
Lolupe (Turkana West) Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,TURKANA,TURKANA WEST,turkana west,KAKUMA,No,No,No,No
Locheredome (Turkana West) Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Kenya Radiation Protection Board,0,0,TURKANA,TURKANA WEST,turkana west,LOPUR,No,No,No,No
sukut dispensary,Level 2,Basic primary health care facility,Ministry of Health,None,0,0,WEST POKOT,POKOT SOUTH,pokot south,TAPACH,No,No,No,No
The Almond Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,3,0,KITUI,KITUI WEST,kitui west,KAUWI,Yes,Yes,Yes,Yes
Chrizah Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,4,0,BUNGOMA,KIMILILI,kimilili,KIBINGEI,Yes,No,No,No
Kisumu Specialist Hospital,Level 3,Secondary care hospitals,Private Practice - Medical Specialist,None,50,4,KISUMU,KISUMU EAST,kisumu east,KAJULU,Yes,Yes,Yes,Yes
Komarock Modern Hospital Utawala,Level 4,Primary care hospitals,Private Enterprise (Institution),None,50,18,"NAIROBI",EMBAKASI EAST,embakasi east,UTAWALA,Yes,Yes,Yes,Yes
EURAKA MEDICAL CENTRE,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,8,3,"NAIROBI",EMBAKASI EAST,embakasi east,UPPER SAVANNAH,No,Yes,Yes,Yes
SWOP Clinic Donholm,Level 2,Comprehensive primary health care facility,Non-Governmental Organizations,Ministry of Health,4,0,"NAIROBI",EMBAKASI EAST,embakasi east,UPPER SAVANNAH,No,Yes,Yes,Yes
Facility Official Name * Nyamage,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,1,1,MIGORI,URIRI,urir sub county,CENTRAL KANYAMKAGO,No,No,No,No
Gomba Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,None,1,0,MOMBASA,LIKONI,likoni,TIMBWANI,No,No,No,No
Bacasavi Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,None,0,0,TRANS NZOIA,KWANZA,kwanza,BIDII,No,No,No,No
Mitambo dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,KIMININI,kiminini,WAITALUK,No,No,No,No
Kibormos dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,KIMININI,kiminini,WAITALUK,No,No,No,No
MFANGANO COMMUNITY HEALTH CENTRE,Level 2,VCT,Non-Governmental Organizations,None,6,0,HOMA BAY,MBITA,mbita,MFANGANO ISLAND,Yes,Yes,Yes,Yes
Maviaume Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MAKUENI,MAKUENI,makueni,NZAUI/KILILI/KALAMBA,No,No,No,No
Rapha Healthcare Centre,None,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,None,0,0,KISUMU,KISUMU CENTRAL,kisumu central,KONDELE,No,Yes,Yes,No
"IOM MIGRATION HEALTH ASSESMENT CENTRE,KAKUMA",None,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya Radiation Protection Board,0,0,TURKANA,TURKANA WEST,turkana west,KAKUMA,No,No,No,No
Avenue Health  Care Garden City Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,None,0,0,"NAIROBI",RUARAKA,ruaraka,UTALII,No,Yes,Yes,Yes
Gateway Health Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Kenya MPDB - Private Practice,0,0,KIAMBU,JUJA,juja,KALIMONI,No,Yes,Yes,Yes
KIPASI COMMUNITY HEALTH CENTRE (Lambwe),Level 2,VCT,Ministry of Health,None,6,0,HOMA BAY,MBITA,mbita,LAMBWE,Yes,Yes,Yes,Yes
mogondo dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,"NAROK",EMURUA DIKIRR,transmara east,IIKERIN,No,No,No,No
Chaka Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,KIAMBU,JUJA,juja,MURERA,No,Yes,Yes,Yes
Medicross Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Institution,0,0,KIAMBU,JUJA,juja,KALIMONI,No,Yes,Yes,Yes
Juja Modern Hospital & Maternity,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Kenya MPDB - Institution,0,0,KIAMBU,JUJA,juja,KALIMONI,Yes,Yes,Yes,Yes
Talana specialist centre,Level 2,Basic primary health care facility,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,5,1,KAJIADO,KAJIADO EAST,kajiado east,KAPUTIEI NORTH,No,No,No,No
REHOBOTH MEDICAL CLINIC,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,None,0,0,EMBU,MBEERE NORTH,mbeere north,EVURORE,No,No,No,No
ISHIARA HEALTH CARE CLINIC,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,EMBU,MBEERE NORTH,mbeere north,EVURORE,No,No,No,No
Machakos Central Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MACHAKOS,MACHAKOS TOWN,machakos,MACHAKOS CENTRAL,No,No,No,No
ISHIARA FOCUS MEDICAL CARE,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,EMBU,MBEERE NORTH,mbeere north,EVURORE,No,No,No,No
Homabay Central Medical Clinic (Homa Bay Central),Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,HOMA BAY,HOMA BAY TOWN,homa bay town,HOMA BAY CENTRAL,No,No,Yes,No
OTARO,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,HOMA BAY,HOMA BAY TOWN,homa bay town,HOMA BAY EAST,No,No,No,No
Oasis Doctors Plaza,Level 2,Dispensaries and clinic-out patient only,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,HOMA BAY,HOMA BAY TOWN,homa bay town,HOMA BAY CENTRAL,No,No,No,No
Rachare Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,1,0,SIAYA,GEM,gem,SOUTH GEM,No,No,No,No
Mazola Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,0,KWALE,KINANGO,kinango,PUMA,No,No,No,No
Nabuala Medical Centre,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,Ministry of Health,24,0,BUNGOMA,KANDUYI,kanduyi,MARAKARU/TUUTI,Yes,Yes,Yes,Yes
Phoenix Healthcare (Maua),Level 3,Comprehensive primary health care facility,Private Practice - General Practitioner,None,10,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Yes,Yes,Yes,Yes
OBAMA DISPENSARY,Level 2,Dispensaries and clinic-out patient only,Public Institution,Ministry of Health,4,0,MIGORI,AWENDO,awendo sub county,CENTRAL SAKWA,No,No,No,No
Nairiri Dispensary,Level 2,Basic primary health care facility,Ministry of Health,None,0,0,UASIN GISHU,KAPSERET,kapseret,NGERIA,No,No,No,No
Solonamu medical centre,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,15,0,TRANS NZOIA,KIMININI,kiminini,"NABISWA",Yes,No,No,No
Galaxy Medical Centre-Ngatataek,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Nursing Council of Kenya (Private Practice),6,0,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO NORTH,No,No,No,No
Whiterose Medical centre Gategi satellite,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,25,0,EMBU,MBEERE SOUTH,mbeere south,MWEA,Yes,Yes,Yes,Yes
Makutano Dispensary (Mwea),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,None,0,1,EMBU,MBEERE SOUTH,mbeere south,MWEA,No,No,Yes,No
Kangungi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,1,EMBU,MBEERE SOUTH,mbeere south,MBETI SOUTH,No,No,Yes,No
Korakora Health Centre,Level 3,Basic primary health care facility,Ministry of Health,None,2,0,GARISSA,GARISSA TOWNSHIP,garissa,IFTIN,Yes,Yes,Yes,Yes
Damasa Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MANDERA,LAFEY,lafey,LAFEY,No,No,No,No
Gari Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MANDERA,LAFEY,lafey,WARANQARA,No,No,No,No
Bambo Dispensary (Waranqara),Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MANDERA,LAFEY,lafey,WARANQARA,No,No,No,No
